ID;LAT;LNG;BANCO;RED;DOM_ORIG;DOM_GEO;TERMINALES;WEB;ACTUALIZAC;DOM_NORMA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
342;-34,610707397735524;-58,411867808221331;BANCO MACRO;BANELCO;AV. RIVADAVIA 3202;3202 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 3202;BALVANERA;COMUNA 3;1203;C1203AAR
343;-34,610825608494061;-58,418262787639563;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 3681;3681 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 3681;ALMAGRO;COMUNA 5;1204;C1204AAB
344;-34,61120462994699;-58,418488892872581;BANCO GALICIA;BANELCO;AV. RIVADAVIA 3702;3702 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 3702;ALMAGRO;COMUNA 5;1204;C1204AAP
345;-34,611727938647235;-58,422078584302028;HSBC ARGENTINA;BANELCO;AV. RIVADAVIA 3977;3977 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 3977;ALMAGRO;COMUNA 5;1204;C1204AAE
346;-34,612200112690495;-58,423145882510831;BBVA-BANCO FRANCES;BANELCO;AV. RIVADAVIA 4059;4059 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 4059;ALMAGRO;COMUNA 5;1205;C1205AAA
347;-34,612741077031984;-58,423444268854702;BANCO PATAGONIA;BANELCO;AV. RIVADAVIA 4100;4100 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 4100;ALMAGRO;COMUNA 5;1205;C1205AAN
348;-34,614284953935829;-58,426934634595952;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 4364;4364 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 4364;ALMAGRO;COMUNA 5;1205;C1205AAQ
349;-34,61607979812667;-58,431912966242265;BANCO ITAU;BANELCO;AV. RIVADAVIA 4715;4715 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 4715;CABALLITO;COMUNA 6;1424;C1424CEC
350;-34,61727994226657;-58,434618422737785;CITIBANK;BANELCO;AV. RIVADAVIA 4917;4917 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 4917;CABALLITO;COMUNA 6;1424;C1424CEE
351;-34,618565456500768;-58,437514126963478;HSBC ARGENTINA;BANELCO;AV. RIVADAVIA 5075;5075 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5075;CABALLITO;COMUNA 6;1424;C1424CEF
352;-34,61908136084314;-58,43775432441344;BANCO PATAGONIA;BANELCO;AV. RIVADAVIA 5108;5108 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5108;CABALLITO;COMUNA 6;1424;C1424CET
353;-34,619119850464607;-58,438762929859479;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 5173;5173 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5173;CABALLITO;COMUNA 6;1424;C1424CEG
354;-34,619318970842755;-58,439197201760038;HSBC ARGENTINA;BANELCO;AV. RIVADAVIA 5201;5201 RIVADAVIA AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5201;CABALLITO;COMUNA 6;1424;C1424CEH
355;-34,61977970250036;-58,439327388958013;ICBC;BANELCO;AV. RIVADAVIA 5234;5234 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5234;CABALLITO;COMUNA 6;1424;C1424CEU
356;-34,619672687663652;-58,440008282357795;BANCO MACRO;BANELCO;AV. RIVADAVIA 5273;5273 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5273;CABALLITO;COMUNA 6;1424;C1424CEH
357;-34,620064092437893;-58,439968037941235;BANCO COMAFI;BANELCO;AV. RIVADAVIA 5288;5288 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5288;CABALLITO;COMUNA 6;1424;C1424CEU
358;-34,620127288465305;-58,440110405194112;BBVA-BANCO FRANCES;BANELCO;AV. RIVADAVIA 5300;5300 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5300;CABALLITO;COMUNA 6;1424;C1424CEU
359;-34,620174729004859;-58,440217344991517;BANCO GALICIA;BANELCO;AV. RIVADAVIA 5306;5306 RIVADAVIA AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5306;CABALLITO;COMUNA 6;1424;C1424CEV
360;-34,619902415696465;-58,440525976879272;BANCO ITAU;BANELCO;AV. RIVADAVIA 5315;5315 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 5315;CABALLITO;COMUNA 6;1424;C1424CEI
361;-34,625704864451144;-58,454732500750396;BANCO MACRO;BANELCO;AV. RIVADAVIA 6245;6245 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6245;FLORES;COMUNA 7;1406;C1406GLF
362;-34,626383110853403;-58,455452850119237;ICBC;BANELCO;AV. RIVADAVIA 6312;6312 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6312;FLORES;COMUNA 7;1406;C1406GLT
363;-34,626564071498073;-58,456948973713551;BANCO SUPERVIELLE;BANELCO;AV. RIVADAVIA 6411;6411 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6411;FLORES;COMUNA 7;1406;C1406GLH
364;-34,626884471493796;-58,457728191825083;BBVA-BANCO FRANCES;BANELCO;AV. RIVADAVIA 6483;6483 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6483;FLORES;COMUNA 7;1406;C1406GLH
365;-34,627817236408298;-58,459017259391466;HSBC ARGENTINA;BANELCO;AV. RIVADAVIA 6626;6626 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6626;FLORES;COMUNA 7;1406;C1406GLW
366;-34,628440710369809;-58,460692922967951;BANCO COMAFI;BANELCO;AV. RIVADAVIA 6770;6770 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6770;FLORES;COMUNA 7;1406;C1406GLX
367;-34,62905072865474;-58,462784741802132;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 6902;6902 RIVADAVIA AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6902;FLORES;COMUNA 7;1406;C1406GLZ
368;-34,629122255815204;-58,462997769571508;CITIBANK;BANELCO;AV. RIVADAVIA 6928;6928 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 6928;FLORES;COMUNA 7;1406;C1406GLZ
369;-34,629659307131298;-58,46486461749015;BANCO ITAU;BANELCO;AV. RIVADAVIA 7060;7060 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 7060;FLORES;COMUNA 7;1406;C1406GMN
370;-34,629559001147577;-58,465893016425618;BANCO GALICIA;BANELCO;AV. RIVADAVIA 7121;7121 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 7121;FLORES;COMUNA 7;1406;C1406GMB
371;-34,630082437201402;-58,467938004489547;BANCO SUPERVIELLE;BANELCO;AV. RIVADAVIA 7275;7275 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 7275;FLORES;COMUNA 7;1406;C1406GMC
372;-34,631398630043378;-58,471477100434136;BANCO GALICIA;BANELCO;AV. RIVADAVIA 7530;7530 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 7530;FLORES;COMUNA 7;1406;C1406GMS
373;-34,635035518028502;-58,487681085440045;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 8799;8799 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 8799;VELEZ SARSFIELD;COMUNA 10;1407;C1407DYJ
374;-34,637483739673215;-58,501100032608861;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 9711;9711 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 9711;VILLA LURO;COMUNA 10;1407;C1407DZG
375;-34,692971350248961;-58,464027363827235;CITIBANK;BANELCO;AV. ROCA 6254;6254 ROCA, CNEL. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;ROCA, CNEL. AV. 6254;VILLA RIACHUELO;COMUNA 8;1439;C1439DVZ
376;-34,696954628154643;-58,469321883759193;BANCO GALICIA;BANELCO;AV. ROCA 6883;6883 ROCA, CNEL. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;ROCA, CNEL. AV. 6883;VILLA RIACHUELO;COMUNA 8;1439;C1439DWF
377;-34,572888616156419;-58,468336542669938;BANCO SANTANDER RIO;BANELCO;AV. ROMULO S. NAON 1802;1802 NAON, ROMULO;2;HTTP://WWW.BANELCO.COM/;MAR-15;NAON, ROMULO 1802;VILLA URQUIZA;COMUNA 12;1430;C1430EPB
380;-34,623906750966434;-58,401719980671722;BBVA-BANCO FRANCES;BANELCO;AV. SAN JUAN 2654;2654 SAN JUAN AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SAN JUAN AV. 2654;SAN CRISTOBAL;COMUNA 3;1232;C1232AAV
381;-34,624149850306885;-58,403690232831629;BANCO SANTANDER RIO;BANELCO;AV. SAN JUAN 2812;2812 SAN JUAN AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SAN JUAN AV. 2812;SAN CRISTOBAL;COMUNA 3;1232;C1232AAX
382;-34,624471032731712;-58,409029630301305;BANCO GALICIA;BANELCO;AV. SAN JUAN 3101;3101 SAN JUAN AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SAN JUAN AV. 3101;SAN CRISTOBAL;COMUNA 3;1233;C1233ABB
383;-34,625253694593781;-58,415903056126915;BBVA-BANCO FRANCES;BANELCO;AV. SAN JUAN 3599;3599 SAN JUAN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN JUAN AV. 3599;BOEDO;COMUNA 5;1233;C1233ABF
384;-34,626953402003899;-58,425391199413717;BANCO PATAGONIA;BANELCO;AV. SAN JUAN 4300;4300 SAN JUAN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN JUAN AV. 4300;BOEDO;COMUNA 5;1233;C1233ABZ
385;-34,603727780598852;-58,460719473269599;BBVA-BANCO FRANCES;BANELCO;AV. SAN MARTIN 2349;2349 SAN MARTIN AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 2349;PATERNAL;COMUNA 15;1416;C1416CRL
386;-34,597031279999165;-58,496190042804173;CITIBANK;BANELCO;AV. SAN MARTIN 5644;5644 SAN MARTIN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 5644;VILLA DEL PARQUE;COMUNA 11;1417;C1417DTQ
387;-34,596990924978279;-58,496804775008833;BANCO GALICIA;BANELCO;AV. SAN MARTIN 5702;5702 SAN MARTIN AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 5702;VILLA DEVOTO;COMUNA 11;1419;C1419IBN
388;-34,591373083505879;-58,51140311885294;BANCO PATAGONIA;BANELCO;AV. SAN MARTIN 6931;6931 SAN MARTIN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 6931;VILLA DEVOTO;COMUNA 11;1419;C1419ICG
389;-34,59136508389534;-58,511430027234482;BANCO PATAGONIA;BANELCO;AV. SAN MARTIN 6933;6933 SAN MARTIN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 6933;VILLA DEVOTO;COMUNA 11;1419;C1419ICG
390;-34,602210458145478;-58,46673223658695;BANCO ITAU;BANELCO;AV. SAN MARTIN 2941;2941 SAN MARTIN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 2941;PATERNAL;COMUNA 15;1416;C1416CSE
391;-34,590317807908619;-58,514955602463303;BANCO ITAU;BANELCO;AV. SAN MARTIN 7187;7187 SAN MARTIN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAN MARTIN AV. 7187;VILLA DEVOTO;COMUNA 11;1419;C1419ICI
392;-34,595727098161376;-58,383715478131428;BANCO ITAU;BANELCO;AV. SANTA FE 1166;1166 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 1166;RETIRO;COMUNA 1;1059;C1059ABS
393;-34,595846577407052;-58,385522126253093;BANCO MACRO;BANELCO;AV. SANTA FE 1288;1288 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 1288;RETIRO;COMUNA 1;1059;C1059ABT
394;-34,595535593203394;-58,385877891815255;BANCO GALICIA;BANELCO;AV. SANTA FE 1301;1301 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 1301;RETIRO;COMUNA 1;1059;C1059ABH
395;-34,595926696816448;-58,387768278520163;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 1450;1450 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 1450;RECOLETA;COMUNA 2;1060;C1060ABN
396;-34,595994086493377;-58,390543306399209;BBVA-BANCO FRANCES;BANELCO;AV. SANTA FE 1630;1630 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 1630;RECOLETA;COMUNA 2;1060;C1060ABP
397;-34,595995456862575;-58,390620294965302;CITIBANK;BANELCO;AV. SANTA FE 1634;1634 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 1634;RECOLETA;COMUNA 2;1060;C1060ABP
398;-34,595345457914021;-58,397588980675025;BBVA-BANCO FRANCES;BANELCO;AV. SANTA FE 2121;2121 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2121;RECOLETA;COMUNA 2;1123;C1123AAD
399;-34,595227966620563;-58,398602395627634;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 2201;2201 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2201;RECOLETA;COMUNA 2;1123;C1123AAE
400;-34,595509513809645;-58,398851412202362;BANCO MACRO;BANELCO;AV. SANTA FE 2220;2220 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2220;RECOLETA;COMUNA 2;1123;C1123AAR
401;-34,594850781950839;-58,400185669382566;HSBC ARGENTINA;BANELCO;AV. SANTA FE 2321;2321 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2321;RECOLETA;COMUNA 2;1123;C1123AAF
402;-34,594045083198772;-58,403097619489792;CITIBANK;BANELCO;AV. SANTA FE 2565;2565 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2565;RECOLETA;COMUNA 2;1425;C1425BGA
403;-34,593301346939612;-58,404859547829012;BBVA-BANCO FRANCES;BANELCO;AV. SANTA FE 2699;2699 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2699;RECOLETA;COMUNA 2;1425;C1425BGB
404;-34,593009060519357;-58,405856071781486;BANCO COMAFI;BANELCO;AV. SANTA FE 2762;2762 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2762;RECOLETA;COMUNA 2;1425;C1425BGP
405;-34,592128382532195;-58,406302842718766;BANCO GALICIA;BANELCO;AV. SANTA FE 2835;2835 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2835;RECOLETA;COMUNA 2;1425;C1425BGD
406;-34,59122400405888;-58,407867117191209;BANCO SUPERVIELLE;BANELCO;AV. SANTA FE 2972;2972 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2972;RECOLETA;COMUNA 2;1425;C1425BGR
407;-34,590621332863009;-58,408517873422277;BANCO PATAGONIA;BANELCO;AV. SANTA FE 3060;3060 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3060;RECOLETA;COMUNA 2;1425;C1425BGS
408;-34,590104753389149;-58,40851847488905;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 3077;3077 SANTA FE AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3077;RECOLETA;COMUNA 2;1425;C1425BGF
409;-34,589530867597922;-58,40981001870734;BANCO SUPERVIELLE;BANELCO;AV. SANTA FE 3164;3164 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3164;RECOLETA;COMUNA 2;1425;C1425BGT
410;-34,588900273661373;-58,410655013495628;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 3228;3228 SANTA FE AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3228;PALERMO;COMUNA 14;1425;C1425BGU
411;-34,587718578591776;-58,411726836487532;BANCO ITAU;BANELCO;AV. SANTA FE 3315;3315 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3315;PALERMO;COMUNA 14;1425;C1425BGI
412;-34,587211366117707;-58,413175019809437;HSBC ARGENTINA;BANELCO;AV. SANTA FE 3400;3400 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3400;PALERMO;COMUNA 14;1425;C1425BGV
413;-34,586908109289737;-58,413648591845202;ICBC;BANELCO;AV. SANTA FE 3440;3440 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3440;PALERMO;COMUNA 14;1425;C1425BGW
414;-34,585299630522478;-58,415379932609433;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 3655;3655 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3655;PALERMO;COMUNA 14;1425;C1425BGL
415;-34,584975315613214;-58,415893839486735;BANCO GALICIA;BANELCO;AV. SANTA FE 3701;3701 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3701;PALERMO;COMUNA 14;1425;C1425BGM
416;-34,584844771021672;-58,416066045083902;BANCO PATAGONIA;BANELCO;AV. SANTA FE 3725;3725 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3725;PALERMO;COMUNA 14;1425;C1425BGM
417;-34,579244704080843;-58,423741525152884;BANCO SUPERVIELLE;BANELCO;AV. SANTA FE 4453;4453 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 4453;PALERMO;COMUNA 14;1425;C1425BHG
418;-34,577887738893786;-58,4280633865041;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 4846;4846 SANTA FE AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 4846;PALERMO;COMUNA 14;1425;C1425BHX
419;-34,577210173966698;-58,430153933384084;BBVA-BANCO FRANCES;BANELCO;AV. SANTA FE 5000;5000 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 5000;PALERMO;COMUNA 14;1425;C1425BHY
420;-34,59523254896645;-58,37794232980044;BANCO MACRO;BANELCO;AV. SANTA FE 784;784 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 784;RETIRO;COMUNA 1;1059;C1059ABO
421;-34,594961741928152;-58,378985838939514;BANCO ITAU;BANELCO;AV. SANTA FE 831;831 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 831;RETIRO;COMUNA 1;1059;C1059ABC
422;-34,595320295913425;-58,37893970187843;CITIBANK;BANELCO;AV. SANTA FE 832;832 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 832;RETIRO;COMUNA 1;1059;C1059ABP
423;-34,594998525884726;-58,379403876567117;HSBC ARGENTINA;BANELCO;AV. SANTA FE 861;861 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 861;RETIRO;COMUNA 1;1059;C1059ABC
424;-34,595379148378733;-58,379608565107006;BANCO SANTANDER RIO;BANELCO;AV. SANTA FE 880;880 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 880;RETIRO;COMUNA 1;1059;C1059ABP
425;-34,595478708171839;-58,380740130338516;BBVA-BANCO FRANCES;BANELCO;AV. SANTA FE 954;954 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 954;RETIRO;COMUNA 1;1059;C1059ABQ
426;-34,595491623530634;-58,380886933800411;ICBC;BANELCO;AV. SANTA FE 964;964 SANTA FE AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 964;RETIRO;COMUNA 1;1059;C1059ABQ
427;-34,591851885186891;-58,406625515665269;BANCO ITAU;BANELCO;AV. SANTA FE 2867;2867 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 2867;RECOLETA;COMUNA 2;1425;C1425BGD
428;-34,587718578591776;-58,411726836487532;BANCO ITAU;BANELCO;AV. SANTA FE 3315;3315 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3315;PALERMO;COMUNA 14;1425;C1425BGI
429;-34,594961741928152;-58,378985838939514;BANCO ITAU;BANELCO;AV. SANTA FE 831;831 SANTA FE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 831;RETIRO;COMUNA 1;1059;C1059ABC
430;-34,590228972164383;-58,423582847003281;BANCO MACRO;BANELCO;AV. SCALABRINI ORTIZ 1729;1729 SCALABRINI ORTIZ, RAUL AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SCALABRINI ORTIZ, RAUL AV. 1729;PALERMO;COMUNA 14;1414;C1414DOE
431;-34,585160154004441;-58,416325641164939;BBVA-BANCO FRANCES;BANELCO;AV. SCALABRINI ORTIZ 2486;2486 SCALABRINI ORTIZ, RAUL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SCALABRINI ORTIZ, RAUL AV. 2486;PALERMO;COMUNA 14;1425;C1425DBS
432;-34,584842834103654;-58,415696876159089;BANCO ITAU;BANELCO;AV. SCALABRINI ORTIZ 2524;2524 SCALABRINI ORTIZ, RAUL;1;HTTP://WWW.BANELCO.COM/;MAR-15;SCALABRINI ORTIZ, RAUL 2524;PALERMO;COMUNA 14;1425;C1425DBT
433;-34,58949320115331;-58,409854728329123;CITIBANK;BANELCO;AV. STA FE 3168;3168 SANTA FE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SANTA FE AV. 3168;RECOLETA;COMUNA 2;1425;C1425BGT
434;-34,581897744837022;-58,472566896528477;BANCO SANTANDER RIO;BANELCO;AV. TRIUNVIRATO 3633;3633 TRIUNVIRATO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 3633;VILLA ORTUZAR;COMUNA 15;1427;C1427AAJ
435;-34,580657120755113;-58,474574289201648;CITIBANK;BANELCO;AV. TRIUNVIRATO 3791;3791 TRIUNVIRATO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 3791;VILLA ORTUZAR;COMUNA 15;1431;C1431FBA
436;-34,579883026251132;-58,475222065066184;BANCO PATAGONIA;BANELCO;AV. TRIUNVIRATO 3897;3897 TRIUNVIRATO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 3897;VILLA ORTUZAR;COMUNA 15;1431;C1431FBB
437;-34,577320388748845;-58,481424739235734;CITIBANK;BANELCO;AV. TRIUNVIRATO 4301;4301 TRIUNVIRATO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4301;VILLA URQUIZA;COMUNA 12;1431;C1431FBG
438;-34,577534347071172;-58,481669539548186;BANCO SUPERVIELLE;BANELCO;AV. TRIUNVIRATO 4302;4302 TRIUNVIRATO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4302;VILLA URQUIZA;COMUNA 12;1431;C1431FBT
439;-34,576541989674126;-58,483154580116192;BANCO ITAU;BANELCO;AV. TRIUNVIRATO 4410;4410 TRIUNVIRATO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4410;VILLA URQUIZA;COMUNA 12;1431;C1431FBU
440;-34,574798659139049;-58,48529939933794;ICBC;BANELCO;AV. TRIUNVIRATO 4599;4599 TRIUNVIRATO AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4599;VILLA URQUIZA;COMUNA 12;1431;C1431FBI
441;-34,574798659139049;-58,48529939933794;HSBC ARGENTINA;BANELCO;AV. TRIUNVIRATO 4601;4601 TRIUNVIRATO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4601;VILLA URQUIZA;COMUNA 12;1431;C1431FBJ
442;-34,574817831251707;-58,486008146077872;BANCO SANTANDER RIO;BANELCO;AV. TRIUNVIRATO 4648;4648 TRIUNVIRATO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4648;VILLA URQUIZA;COMUNA 12;1431;C1431FBW
443;-34,65752494032553;-58,388720858822431;BANCO GALICIA;BANELCO;AV. VELEZ SARFIELD 1847;1847 VELEZ SARSFIELD AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;VELEZ SARSFIELD AV. 1847;BARRACAS;COMUNA 4;1285;C1285AAH
444;-34,597237082777809;-58,476868971667948;BANCO GALICIA;BANELCO;AV. WARNES 2702;2702 WARNES AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;WARNES AV. 2702;PATERNAL;COMUNA 15;1427;C1427DPT
445;-34,633682195756528;-58,520954188707783;BANCO GALICIA;BANELCO;AV.ALVAREZ JONTE 6383;6383 ALVAREZ JONTE AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;ALVAREZ JONTE AV. 6383;LINIERS;COMUNA 9;1408;C1408BXF
446;-34,565287504932023;-58,453374048816499;CITIBANK;BANELCO;AV.CABILDO 1717;1717 CABILDO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 1717;BELGRANO;COMUNA 13;1426;C1426ABE
447;-34,558624130147564;-58,459351643550249;HSBC ARGENTINA;BANELCO;AV.CABILDO 2453;2453 CABILDO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2453;BELGRANO;COMUNA 13;1428;C1428AAG
