ID;LAT;LNG;BANCO;RED;DOM_ORIG;DOM_GEO;TERMINALES;WEB;ACTUALIZAC;DOM_NORMA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
238;-34,652814814815578;-58,504042482121505;BANCO ITAU;BANELCO;AV. JUAN B ALBERDI 5985;5985 ALBERDI, JUAN BAUTISTA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALBERDI, JUAN BAUTISTA AV. 5985;MATADEROS;COMUNA 9;1440;C1440AAK
239;-34,626964456091137;-58,451437116300731;BANCO SANTANDER RIO;BANELCO;AV. JUAN B. ALBERDI 1617;1617 ALBERDI, JUAN BAUTISTA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALBERDI, JUAN BAUTISTA AV. 1617;CABALLITO;COMUNA 6;1406;C1406GRF
240;-34,645871645818758;-58,496014016122182;BANCO PATAGONIA;BANELCO;AV. JUAN B. ALBERDI 5002;5002 ALBERDI, JUAN BAUTISTA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;ALBERDI, JUAN BAUTISTA AV. 5002;MATADEROS;COMUNA 9;1440;C1440AAO
241;-34,651728406276511;-58,502906433549107;BANCO GALICIA;BANELCO;AV. JUAN B. ALBERDI 5859;5859 ALBERDI, JUAN BAUTISTA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALBERDI, JUAN BAUTISTA AV. 5859;MATADEROS;COMUNA 9;1440;C1440AAJ
242;-34,655587791176295;-58,507561852385599;CITIBANK;BANELCO;AV. JUAN B. ALBERDI 6429;6429 ALBERDI, JUAN BAUTISTA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;ALBERDI, JUAN BAUTISTA AV. 6429;MATADEROS;COMUNA 9;1440;C1440ABC
243;-34,610831669294306;-58,466574756816975;BANCO GALICIA;BANELCO;AV. JUAN B. JUSTO 4802;4802 JUSTO, JUAN B. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;JUSTO, JUAN B. AV. 4802;VILLA GRAL. MITRE;COMUNA 11;1416;C1416DKP
244;-34,627323282734224;-58,49121274823662;BBVA-BANCO FRANCES;BANELCO;AV. JUAN B. JUSTO 7132;7132 JUSTO, JUAN B. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;JUSTO, JUAN B. AV. 7132;VELEZ SARSFIELD;COMUNA 10;1407;C1407FAW
245;-34,611404851639122;-58,362353011941835;HSBC ARGENTINA;BANELCO;AV. JUANA MANSO 1182;1182 MANSO JUANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 1182;PUERTO MADERO;COMUNA 1;1107;C1107CBX
246;-34,609653591999091;-58,373819263776127;BANCO GALICIA;BANELCO;AV. JULIO A. ROCA 538;538 ROCA, JULIO A., PRESIDENTE AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 538;MONSERRAT;COMUNA 1;1067;C1067ABN
247;-34,559786654563304;-58,45320391146398;BANCO ITAU;BANELCO;AV. JURAMENTO 2013;2013 JURAMENTO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;JURAMENTO AV. 2013;BELGRANO;COMUNA 13;1428;C1428DNG
248;-34,595585646020787;-58,372897862488287;HSBC ARGENTINA;BANELCO;AV. L. N. ALEM 1058;1058 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 1058;RETIRO;COMUNA 1;1001;C1001AAS
249;-34,600015205586153;-58,370445839034659;HSBC ARGENTINA;BANELCO;AV. L. N. ALEM 653;653 ALEM, LEANDRO N. AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 653;SAN NICOLAS;COMUNA 1;1001;C1001AAB
250;-34,593956774044308;-58,373881236031686;BANCO GALICIA;BANELCO;AV. L.N. ALEM 1190;1190 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 1190;RETIRO;COMUNA 1;1001;C1001AAT
251;-34,600037039812406;-58,370440303574888;BANCO GALICIA;BANELCO;AV. L.N. ALEM 651;651 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 651;SAN NICOLAS;COMUNA 1;1001;C1001AAB
252;-34,600015205586153;-58,370445839034659;HSBC ARGENTINA;BANELCO;AV. L.N. ALEM 653;653 ALEM, LEANDRO N. AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 653;SAN NICOLAS;COMUNA 1;1001;C1001AAB
253;-34,597087982194445;-58,37224833956266;BANCO GALICIA;BANELCO;AV. L.N. ALEM 910;910 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 910;RETIRO;COMUNA 1;1001;C1001AAR
254;-34,596281090795131;-58,372559569437591;BBVA-BANCO FRANCES;BANELCO;AV. L.N. ALEM 996;996 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 996;RETIRO;COMUNA 1;1001;C1001AAR
255;-34,602298220328251;-58,370641213690931;BANCO SANTANDER RIO;BANELCO;AV. L.N.ALEM 456;456 ALEM, LEANDRO N. AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 456;SAN NICOLAS;COMUNA 1;1003;C1003AAR
256;-34,597797528713336;-58,371082593395833;BANCO SANTANDER RIO;BANELCO;AV. L.N.ALEM 855;855 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 855;RETIRO;COMUNA 1;1001;C1001AAD
257;-34,627450613622464;-58,426874626104059;BANCO SANTANDER RIO;BANELCO;AV. LA PLATA 1031;1031 LA PLATA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 1031;PARQUE CHACABUCO;COMUNA 7;1250;C1250AAA
258;-34,616547111626922;-58,42871260760672;BANCO SANTANDER RIO;BANELCO;AV. LA PLATA 140;140 LA PLATA AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 140;ALMAGRO;COMUNA 5;1184;C1184AAO
259;-34,635994227864394;-58,424362272007016;BANCO GALICIA;BANELCO;AV. LA PLATA 1768;1768 LA PLATA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 1768;BOEDO;COMUNA 5;1250;C1250AAU
260;-34,64282424375633;-58,422591897121499;BANCO GALICIA;BANELCO;AV. LA PLATA 2402;2402 LA PLATA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 2402;NUEVA POMPEYA;COMUNA 4;1437;C1437DHP
261;-34,618228011924309;-58,428785994422988;BANCO GALICIA;BANELCO;AV. LA PLATA 293;293 LA PLATA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 293;CABALLITO;COMUNA 6;1184;C1184AAC
262;-34,620790391390251;-58,427826908859004;BBVA-BANCO FRANCES;BANELCO;AV. LA PLATA 510;510 LA PLATA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 510;ALMAGRO;COMUNA 5;1235;C1235ABP
263;-34,62110998930229;-58,428206039658292;BANCO SUPERVIELLE;BANELCO;AV. LA PLATA 537;537 LA PLATA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LA PLATA AV. 537;CABALLITO;COMUNA 6;1235;C1235ABC
264;-34,593344502249657;-58,390193543220107;BANCO SANTANDER RIO;BANELCO;AV. LAS HERAS 1602;1602 LAS HERAS, GENERAL;2;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS, GENERAL 1602;RECOLETA;COMUNA 2;1018;C1018AAN
265;-34,587083657455061;-58,397944186335629;BBVA-BANCO FRANCES;BANELCO;AV. LAS HERAS 2332/40;2332 LAS HERAS GENERAL AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 2332;RECOLETA;COMUNA 2;1425;C1425ASN
266;-34,586406344063583;-58,398103848026587;BANCO SUPERVIELLE;BANELCO;AV. LAS HERAS 2401;2401 LAS HERAS GENERAL AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 2401;RECOLETA;COMUNA 2;1425;C1425ASB
267;-34,58361623638293;-58,403166351143483;HSBC ARGENTINA;BANELCO;AV. LAS HERAS 2958;2958 LAS HERAS GENERAL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 2958;RECOLETA;COMUNA 2;1425;C1425AST
268;-34,58361623638293;-58,403166351143483;HSBC ARGENTINA;BANELCO;AV. LAS HERAS 2958/62;2958 LAS HERAS GENERAL AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 2958;RECOLETA;COMUNA 2;1425;C1425AST
269;-34,583262650692639;-58,404068686325736;ICBC;BANELCO;AV. LAS HERAS 3001;3001 LAS HERAS GENERAL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 3001;PALERMO;COMUNA 14;1425;C1425ASH
270;-34,583264041642096;-58,404247715721802;BANCO ITAU;BANELCO;AV. LAS HERAS 3015;3015 LAS HERAS GENERAL AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 3015;PALERMO;COMUNA 14;1425;C1425ASH
271;-34,583255893892051;-58,406233600652136;BANCO SANTANDER RIO;BANELCO;AV. LAS HERAS 3201;3201 LAS HERAS GENERAL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 3201;PALERMO;COMUNA 14;1425;C1425ASJ
272;-34,582129422714857;-58,409912798112856;CITIBANK;BANELCO;AV. LAS HERAS 3581;3581 LAS HERAS GENERAL AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 3581;PALERMO;COMUNA 14;1425;C1425ASM
273;-34,581753911841716;-58,411141390446268;BANCO MACRO;BANELCO;AV. LAS HERAS 3701;3701 LAS HERAS GENERAL AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 3701;PALERMO;COMUNA 14;1425;C1425ATB
274;-34,581672979684626;-58,412459092116023;BANCO GALICIA;BANELCO;AV. LAS HERAS 3799;3799 LAS HERAS GENERAL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;LAS HERAS GENERAL AV. 3799;PALERMO;COMUNA 14;1425;C1425ATB
275;-34,595585646020787;-58,372897862488287;HSBC ARGENTINA;BANELCO;AV. LEANDRO ALEM 1058;1058 ALEM, LEANDRO N. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 1058;RETIRO;COMUNA 1;1001;C1001AAS
276;-34,595321667242089;-58,373037580464164;BANCO PATAGONIA;BANELCO;AV. LEANDRO N ALEM 1064;1064 ALEM, LEANDRO N. AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 1064;RETIRO;COMUNA 1;1001;C1001AAS
277;-34,597374636643053;-58,371926873478714;BANCO ITAU;BANELCO;AV. LEANDRO N. ALEM 880;880 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 880;RETIRO;COMUNA 1;1001;C1001AAQ
278;-34,558807398099397;-58,445595635137309;BANCO ITAU;BANELCO;AV. LIBERTADOR 5767;5767 DEL LIBERTADOR AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 5767;BELGRANO;COMUNA 13;1428;C1428ARA
279;-34,55318867505283;-58,45043120747971;CITIBANK;BANELCO;AV. LIBERTADOR 6363;6363 DEL LIBERTADOR AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 6363;BELGRANO;COMUNA 13;1428;C1428ARG
280;-34,551311207793418;-58,452011779773805;BANCO SUPERVIELLE;BANELCO;AV. LIBERTADOR 6597;6597 DEL LIBERTADOR AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 6597;BELGRANO;COMUNA 13;1428;C1428ARI
281;-34,548978390151944;-58,45495594909071;BANCO GALICIA;BANELCO;AV. LIBERTADOR 6876;6876 DEL LIBERTADOR AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 6876;NUÑEZ;COMUNA 13;1429;C1429BMO
282;-34,588164705153169;-58,383499030651947;CITIBANK;BANELCO;AV. LIBERTADOR 750;750 DEL LIBERTADOR AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 750;RETIRO;COMUNA 1;1001;C1001ABU
283;-34,540669847523674;-58,464103784578327;BANCO PATAGONIA;BANELCO;AV. LIBERTADOR 8108;8108 DEL LIBERTADOR AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 8108;NUÑEZ;COMUNA 13;1429;C1429BNO
284;-34,566847927371406;-58,43832435889508;BANCO MACRO;BANELCO;AV. LUIS M. CAMPOS 1029;1029 CAMPOS, LUIS M. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1029;PALERMO;COMUNA 14;1426;C1426BOI
285;-34,565452335051468;-58,439933455399775;BANCO SANTANDER RIO;BANELCO;AV. LUIS M. CAMPOS 1175;1175 CAMPOS, LUIS M. AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1175;PALERMO;COMUNA 14;1426;C1426BOJ
286;-34,565167608537081;-58,440331875134994;BANCO SUPERVIELLE;BANELCO;AV. LUIS M. CAMPOS 1201;1201 CAMPOS, LUIS M. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1201;PALERMO;COMUNA 14;1426;C1426BOK
287;-34,564022484793689;-58,441745630779572;BANCO GALICIA;BANELCO;AV. LUIS M. CAMPOS 1349;1349 CAMPOS, LUIS M. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1349;PALERMO;COMUNA 14;1426;C1426BOL
288;-34,563722394314937;-58,442158962543488;BBVA-BANCO FRANCES;BANELCO;AV. LUIS M. CAMPOS 1383;1383 CAMPOS, LUIS M. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1383;PALERMO;COMUNA 14;1426;C1426BOL
289;-34,570111645382454;-58,436120277224241;BANCO PATAGONIA;BANELCO;AV. LUIS M. CAMPOS 726;726 CAMPOS, LUIS M. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 726;PALERMO;COMUNA 14;1426;C1426BOS
290;-34,563423804116916;-58,442570214587015;BANCO ITAU;BANELCO;AV. LUIS MARIA CAMPOS 1407;1407 CAMPOS, LUIS M. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1407;BELGRANO;COMUNA 13;1426;C1426BOM
291;-34,629914471169052;-58,370828385245566;HSBC ARGENTINA;BANELCO;AV. MARTIN GARCIA 402;402 GARCIA, MARTIN AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;GARCIA, MARTIN AV. 402;BARRACAS;COMUNA 4;1268;C1268ABN
292;-34,632641808990833;-58,373422922755275;BBVA-BANCO FRANCES;BANELCO;AV. MARTIN GARCIA 702;702 GARCIA, MARTIN AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;GARCIA, MARTIN AV. 702;BARRACAS;COMUNA 4;1268;C1268ABQ
293;-34,562140341016715;-58,466122297706278;BANCO SANTANDER RIO;BANELCO;AV. MONROE 3098;3098 MONROE;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONROE 3098;BELGRANO;COMUNA 13;1428;C1428BLZ
294;-34,639885787423609;-58,374149935040982;BANCO ITAU;BANELCO;AV. MONTES DE OCA 1022;1022 MONTES DE OCA, MANUEL;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 1022;BARRACAS;COMUNA 4;1270;C1270AAX
295;-34,640843540764372;-58,374408701608452;BBVA-BANCO FRANCES;BANELCO;AV. MONTES DE OCA 1107;1107 MONTES DE OCA, MANUEL;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 1107;BARRACAS;COMUNA 4;1270;C1270AAL
296;-34,635750223029483;-58,37491220549812;BANCO GALICIA;BANELCO;AV. MONTES DE OCA 650;650 MONTES DE OCA, MANUEL;2;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 650;BARRACAS;COMUNA 4;1270;C1270AAT
297;-34,636323030612516;-58,375243604654543;BANCO PATAGONIA;BANELCO;AV. MONTES DE OCA 701;701 MONTES DE OCA, MANUEL;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 701;BARRACAS;COMUNA 4;1270;C1270AAH
298;-34,63656844659598;-58,374754556418516;BANCO SUPERVIELLE;BANELCO;AV. MONTES DE OCA 736;736 MONTES DE OCA, MANUEL;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 736;BARRACAS;COMUNA 4;1270;C1270AAU
299;-34,591223934262835;-58,510675149206939;HSBC ARGENTINA;BANELCO;AV. MOSCONI 3525;3525 MOSCONI GENERAL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;MOSCONI GENERAL AV. 3525;VILLA DEVOTO;COMUNA 11;1419;C1419ERB
300;-34,612293743062374;-58,480981302948415;BBVA-BANCO FRANCES;BANELCO;AV. NAZCA 1922;1922 NAZCA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;NAZCA AV. 1922;VILLA SANTA RITA;COMUNA 11;1416;C1416ASV
301;-34,608644609811286;-58,483895113945721;BANCO GALICIA;BANELCO;AV. NAZCA 2330;2330 NAZCA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;NAZCA AV. 2330;VILLA DEL PARQUE;COMUNA 11;1416;C1416ASZ
302;-34,613671709771744;-58,369732308730114;BBVA-BANCO FRANCES;BANELCO;AV. PASEO COLON 505;505 PASEO COLON AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;PASEO COLON AV. 505;MONSERRAT;COMUNA 1;1063;C1063ACF
303;-34,613786192423703;-58,369727444166138;BANCO PATAGONIA;BANELCO;AV. PASEO COLON 515;515 PASEO COLON AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;PASEO COLON AV. 515;MONSERRAT;COMUNA 1;1063;C1063ACF
304;-34,616987965809209;-58,369623237402266;BANCO GALICIA;BANELCO;AV. PASEO COLON 793;793 PASEO COLON AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;PASEO COLON AV. 793;SAN TELMO;COMUNA 1;1063;C1063ACH
305;-34,617881769433453;-58,36973982495438;BANCO GALICIA;BANELCO;AV. PASEO COLON 849;849 PASEO COLON AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;PASEO COLON AV. 849;SAN TELMO;COMUNA 1;1063;C1063ACI
306;-34,627128886617207;-58,444202018083757;BBVA-BANCO FRANCES;BANELCO;AV. PEDRO GOYENA 1192;1192 GOYENA, PEDRO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;GOYENA, PEDRO AV. 1192;CABALLITO;COMUNA 6;1406;C1406GWN
307;-34,626987212962845;-58,445447323287581;BANCO SUPERVIELLE;BANELCO;AV. PEDRO GOYENA 1291;1291 GOYENA, PEDRO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;GOYENA, PEDRO AV. 1291;CABALLITO;COMUNA 6;1406;C1406GWB
308;-34,628487468566718;-58,451253439931456;BANCO GALICIA;BANELCO;AV. PEDRO GOYENA 1642;1642 GOYENA, PEDRO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;GOYENA, PEDRO AV. 1642;CABALLITO;COMUNA 6;1406;C1406GWS
315;-34,586962002027356;-58,395781969488922;HSBC ARGENTINA;BANELCO;AV. PUEYRREDON 2325;2325 PUEYRREDON AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;PUEYRREDON AV. 2325;RECOLETA;COMUNA 2;1119;C1119ACG
317;-34,59134752665237;-58,386026515343943;BANCO GALICIA;BANELCO;AV. QUINTANA 101;101 QUINTANA, MANUEL, PRES.;2;HTTP://WWW.BANELCO.COM/;MAR-15;QUINTANA, MANUEL, PRES. 101;RETIRO;COMUNA 1;1014;C1014ACB
318;-34,588910050424971;-58,388999349159363;BANCO GALICIA;BANELCO;AV. QUINTANA 401;401 QUINTANA, MANUEL, PRES. AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;QUINTANA, MANUEL, PRES. AV. 401;RECOLETA;COMUNA 2;1129;C1129ABA
319;-34,588678260133008;-58,389208985424609;BANCO COMAFI;BANELCO;AV. QUINTANA 439;439 QUINTANA, MANUEL, PRES. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;QUINTANA, MANUEL, PRES. AV. 439;RECOLETA;COMUNA 2;1129;C1129ABA
320;-34,587671041650722;-58,390513333515486;BANCO ITAU;BANELCO;AV. QUINTANA 587;587 QUINTANA, MANUEL, PRES. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;QUINTANA, MANUEL, PRES. AV. 587;RECOLETA;COMUNA 2;1129;C1129ABB
321;-34,591492449276728;-58,385810495370478;BANCO MACRO;BANELCO;AV. QUINTANA 99;99 QUINTANA, MANUEL, PRES.;1;HTTP://WWW.BANELCO.COM/;MAR-15;QUINTANA, MANUEL, PRES. 99;RETIRO;COMUNA 1;1014;C1014ACA
322;-34,606784415189928;-58,376179088933426;BANCO COMAFI;BANELCO;AV. R SAENZ PENA 660 6 P;660 SAENZ PEÑA, ROQUE, PRES. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 660;SAN NICOLAS;COMUNA 1;1035;C1035AAO
323;-34,607298586283974;-58,374404238654058;ICBC;BANELCO;AV. R. SAENZ PENA 567;567 SAENZ PEÑA, ROQUE, PRES. AV.;8;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 567;SAN NICOLAS;COMUNA 1;1035;C1035AAA
324;-34,606784415189928;-58,376179088933426;BANCO COMAFI;BANELCO;AV. R. SAENZ PENA 660;660 SAENZ PEÑA, ROQUE, PRES. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 660;SAN NICOLAS;COMUNA 1;1035;C1035AAO
325;-34,605483391453163;-58,378689519527683;BANCO SANTANDER RIO;BANELCO;AV. R. SAENZ PENA 844;844 SAENZ PEÑA, ROQUE, PRES. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 844;SAN NICOLAS;COMUNA 1;1035;C1035AAQ
326;-34,605021491583727;-58,378755823062775;BANCO GALICIA;BANELCO;AV. R. SAENZ PENA 865;865 SAENZ PEÑA, ROQUE, PRES. AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 865;SAN NICOLAS;COMUNA 1;1035;C1035AAD
327;-34,605766334622807;-58,37733675379026;BBVA-BANCO FRANCES;BANELCO;AV. R. SAENZ PE¥A 777 1ØP;777 SAENZ PEÑA, ROQUE, PRES. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 777;SAN NICOLAS;COMUNA 1;1035;C1035AAC
328;-34,571547665069822;-58,395475562578284;HSBC ARGENTINA;BANELCO;AV. RAFAEL OBLIGADO 1221;1221 OBLIGADO RAFAEL, AV.COSTANERA;1;HTTP://WWW.BANELCO.COM/;MAR-15;OBLIGADO RAFAEL, AV.COSTANERA 1221;PALERMO;COMUNA 14;1425;
329;-34,554683911925657;-58,485120768574667;BANCO GALICIA;BANELCO;AV. RICARDO BALBIN 3899;3899 BALBIN, RICARDO, DR. AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;BALBIN, RICARDO, DR. AV. 3899;SAAVEDRA;COMUNA 12;1430;C1430AAJ
330;-34,554728735525465;-58,487024460971796;HSBC ARGENTINA;BANELCO;AV. RICARDO BALBIN 4027;4027 BALBIN, RICARDO, DR. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;BALBIN, RICARDO, DR. AV. 4027;SAAVEDRA;COMUNA 12;1430;C1430AAL
331;-34,639063457642706;-58,522388227109452;HSBC ARGENTINA;BANELCO;AV. RIVADAVIA  11200;11200 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11200;LINIERS;COMUNA 9;1408;C1408AAY
332;-34,639104690577199;-58,521371610054238;BANCO GALICIA;BANELCO;AV. RIVADAVIA 11102;11102 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11102;LINIERS;COMUNA 9;1408;C1408AAY
333;-34,639096100298396;-58,521505492070872;BANCO SANTANDER RIO;BANELCO;AV. RIVADAVIA 11120;11120 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11120;LINIERS;COMUNA 9;1408;C1408AAY
334;-34,639063584018608;-58,522129445296187;BANCO MACRO;BANELCO;AV. RIVADAVIA 11178;11178 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11178;LINIERS;COMUNA 9;1408;C1408AAY
335;-34,639068620056172;-58,52224651628206;BBVA-BANCO FRANCES;BANELCO;AV. RIVADAVIA 11190;11190 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11190;LINIERS;COMUNA 9;1408;C1408AAY
336;-34,639151090401626;-58,524169087467676;BANCO PATAGONIA;BANELCO;AV. RIVADAVIA 11334;11334 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11334;LINIERS;COMUNA 9;1408;C1408ABN
337;-34,639320229569819;-58,526287867560583;BANCO SUPERVIELLE;BANELCO;AV. RIVADAVIA 11494;11494 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 11494;LINIERS;COMUNA 9;1408;C1408ABO
338;-34,609910064628586;-58,399490589082248;BANCO GALICIA;BANELCO;AV. RIVADAVIA 2330;2330 RIVADAVIA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 2330;BALVANERA;COMUNA 3;1034;C1034ACP
339;-34,610038189363571;-58,40129300308368;HSBC ARGENTINA;BANELCO;AV. RIVADAVIA 2470;2470 RIVADAVIA AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 2470;BALVANERA;COMUNA 3;1034;C1034ACQ
340;-34,610115067772881;-58,402611381334843;BANCO ITAU;BANELCO;AV. RIVADAVIA 2556;2556 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 2556;BALVANERA;COMUNA 3;1034;C1034ACR
341;-34,610115067772881;-58,402611381334843;BANCO ITAU;BANELCO;AV. RIVADAVIA 2556/60;2556 RIVADAVIA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 2556;BALVANERA;COMUNA 3;1034;C1034ACR
